"[0.0058587399931467835, 1.002988210390116, 1.5666475430474947, 10.05324456146329, -0.09254193999810398, -0.0913377557558861, -0.0481418472603292, 0.22615163456937]"
"[0.0368162133121415, 2.016088871807101, 1.5479292755091538, 10.196472100672896, -0.2530691912294933, -0.27435792856251606, -0.13582342925894755, 0.5342664911272617]"
"[0.09743889967374393, 3.052340897894765, 1.5214671703610385, 10.531512433353408, -0.096968685027502, -0.17925107584481015, -0.0010304969556545578, 1.0]"
"[0.1744282614172491, 4.120482726391534, 1.501973691570815, 10.844132740140417, -0.2243278805361763, -0.2692033216851325, -0.1581101296351442, 1.0]"
"[0.2982222067811238, 5.214648846237152, 1.466670007684674, 11.149105308715235, -0.28788524227534784, -0.39486597889345826, -0.1152413720589604, 1.0]"
"[0.4577946426023005, 6.337033790351006, 1.433005270373706, 11.488860534338587, -0.08916576624933133, -0.24536036776429096, -0.02311743018943005, 1.0]"
"[0.6217205346511258, 7.492374925135438, 1.4253081028563377, 11.81057050451656, 0.1415511891569101, 0.06734107851574168, 0.09213928608258397, 1.0]"
"[0.7751190887379129, 8.681538033062198, 1.4373813625593177, 12.139126630685569, 0.03866975556449461, 0.07951451508676927, -0.015861861907458398, 1.0]"
"[0.9309822217213616, 9.90372381395346, 1.4443781530874384, 12.467371122139507, 0.09155005174677257, 0.11312974837321707, 0.05860530703545051, 1.0]"
"[1.0817044938914961, 11.159546969354825, 1.4509421084882226, 12.793086246214074, -0.08006534707231765, -0.03394492983073554, -0.07080084709209906, 1.0]"
"[1.25133856230572, 12.44566505362487, 1.4424248814712313, 13.12119568945995, -0.02125885499149501, -0.056359240089984275, 0.013895956121790516, 1.0]"
"[1.424648410156291, 13.764635881268937, 1.439111008853915, 13.451514667609652, -0.03375359906961293, -0.049377580109559276, -0.024809245320964273, 1.0]"
"[1.613369498774533, 15.114791489584965, 1.431984447098617, 13.781344914060405, -0.04316109955105434, -0.0772082386643288, -0.016756051517292463, 1.0]"
"[1.7993628631257605, 16.497925995417692, 1.435776285847665, 14.089982577968797, 0.17001224558217926, 0.1606688601765821, 0.14032358116219718, 1.0]"
"[1.9597236012572563, 17.91519662194645, 1.4573046455938163, 14.410314366883842, 0.03118042663886337, 0.16138536849103513, -0.016756051517292467, 1.0]"
"[2.123076084950527, 19.365110768277756, 1.4635083398619348, 14.738820295740682, -0.053980468176907215, 0.016333779307208165, -0.0012789378353642257, 1.0]"
"[2.2796746876326357, 20.84874284310087, 1.4678210195858263, 15.064714982789075, 0.060638578467009846, 0.08806541154969583, 0.04252370991250397, 1.0]"
"[2.4360296450271672, 22.36484392801855, 1.4689211869443566, 15.378994556944177, -0.14125251998869773, -0.10659848268272344, -0.11455592276698567, 1.0]"
"[2.617972548564091, 23.909548265207786, 1.4539548362941759, 15.699365332113997, 0.02153374568927214, -0.08313429391232578, 0.042523709912503975, 1.0]"
"[2.784238774759957, 25.487189860858468, 1.4627506994709714, 15.990822289429776, 0.2144266363456448, 0.2218401177651534, 0.16629417355182285, 1.0]"
"[2.9163468007313673, 27.09758256632318, 1.492282777645042, 16.303169269352765, 0.03639156001956291, 0.26769128611398874, 0.009214540872333227, 1.0]"
